-28.085	0.000	0.000	-28.085
-26.607	0.000	0.000	-26.607
-29.928	0.000	0.000	-29.928
-26.799	0.000	0.000	-26.799
-28.474	0.000	0.000	-28.474
-26.793	0.000	0.000	-26.793
-27.570	0.000	0.000	-27.570
-30.957	0.000	0.000	-30.957
-29.971	0.000	0.000	-29.971
-28.719	0.000	0.000	-28.719
-26.873	0.000	0.000	-26.873
-26.932	0.000	0.000	-26.932
-24.718	0.000	0.000	-24.718
-28.098	0.000	0.000	-28.098
-24.931	0.000	0.000	-24.931
-28.657	0.000	0.000	-28.657
-27.823	0.000	0.000	-27.823
-27.778	0.000	0.000	-27.778
-29.711	0.000	0.000	-29.711
-31.657	0.000	0.000	-31.657
-29.863	0.000	0.000	-29.863
-32.836	0.000	0.000	-32.836
-31.772	0.000	0.000	-31.772
-28.602	0.000	0.000	-28.602
-31.341	0.000	0.000	-31.341
-33.473	0.000	0.000	-33.473
